片名,地区,评分,上映时间
"野花 Kytice",捷克,7.9,2000-12-07
"极度空间 They Live",美国,7.4,1988-11-04(美国)
"心慌方·零 Cube Zero",加拿大,7.1,2004-12-16(泰国)
"暗流 Les rivières pourpres",法国,7.4,2000-09-27
"鬼乱5 ห้าแพร่ง",泰国,7.2,2009-09-09
"鬼怪屋 HOUSE ハウス",日本,7.5,1977-07-30
"焦虑 Angst",奥地利,7.8,1983
"鬼咬鬼",中国香港,7.4,1990-02-09(中国香港)
"寂静之地 A Quiet Place",美国,6.3,2018-05-18(中国大陆)/2018-03-09(西南偏南电影节)/2018-04-06(美国)
"坏种 The Bad Seed",美国,6.9,2018-09-09(美国)
"奇妙的家族 기묘한 가족",韩国,7.1,2019-02-13(韩国)
"安娜贝尔2：诞生 Annabelle: Creation",美国,6.8,2017-08-11(美国)
"畸形人 Freaks",美国,7.9,1932-02-20
"诡丝 詭絲",中国台湾,7.1,2006-09-29(中国台湾)
"猛鬼差馆 猛鬼差館",中国香港,7.1,1987-11-19
"女巫 The VVitch: A New-England Folktale",美国/英国/加拿大/巴西,7.0,2015-10-12(伦敦电影节)/2016-02-19(美国)
"德州电锯杀人狂 The Texas Chain Saw Massacre",美国,7.2,1974-10-01
"录影带谋杀案 Videodrome",加拿大,7.4,1983-02-04
"睡梦医生 Doctor Sleep",美国/英国,6.9,2019-10-30(法国)/2019-10-31(英国)/2019-11-08(美国)
"瓦莱莉和她的奇迹一周 Valerie a týden divů",捷克斯洛伐克,7.7,1970-10-16
"死神来了5 Final Destination 5",美国/加拿大,6.7,2011-08-12
"寄生兽：完结篇 寄生獣 完結編",日本,7.0,2015-04-25(日本)
"恐吓运动 Scare Campaign",澳大利亚,7.1,2016-06-12(上海电影节)/2016-11-26(澳大利亚)
"准备好了没 Ready or Not",加拿大/美国,6.7,2019-08-21(美国)
"仲夏夜惊魂 Midsommar",美国/瑞典/匈牙利,6.7,2019-07-03(美国)
"丧尸乐园2 Zombieland: Double Tap",美国/加拿大,6.8,2019-10-09(中国台湾)/2019-10-18(美国)
"关灯后 Lights Out",美国,6.8,2016-07-22(美国)
"火车 화차",韩国,7.0,2012-03-08(韩国)
"足不出户 Housebound",新西兰,7.2,2014-03-10
"至爱梵高·星空之谜 Loving Vincent",英国/波兰,8.5,2017-12-08(中国大陆)/2017-06-12(安锡动画电影节)/2017-10-13(英国)
"小王子 Le Petit Prince",法国,8.3,2015-10-16(中国大陆)/2015-05-22(戛纳电影节)/2015-07-29(法国)
"养家之人 The Breadwinner",爱尔兰/加拿大/卢森堡/美国/日本/英国/法国,8.4,2019-01-11(中国大陆)/2017-09-08(多伦多电影节)/2018-05-25(爱尔兰)
"我在伊朗长大 Persepolis",法国/美国,8.7,2007-05-23(戛纳电影节)/2007-06-27(法国)/2007-12-25(美国)
"艾特熊和赛娜鼠 Ernest et Célestine",法国,8.9,2012-05-23(戛纳电影节)/2012-12-12(法国)
"僵尸新娘 Corpse Bride",美国/英国,8.3,2005-09-07(威尼斯电影节)/2005-09-23(美国)/2005-10-21(英国)
"魔术师 L'illusionniste",法国/英国,8.7,2010-06-16(法国)/2010-12-25(美国)
"盗梦特攻队 Ruben Brandt, a gyüjtö",匈牙利,8.4,2018-08-09(洛迦诺电影节)/2018-11-15(匈牙利)
"爱丽丝梦游仙境 Alice in Wonderland",美国,8.6,1951-07-26(美国)
"幻想曲 Fantasia",美国,8.9,1940-11-13(美国)
"鬼妈妈 Coraline",美国,8.3,2009-02-06(美国)
"迷墙 Pink Floyd The Wall",英国,8.8,1982-05-22(戛纳电影节)/1982-07-14(英国/法国)
"指环王 The Lord of the Rings",美国,8.8,1978-11-15
"木偶奇遇记 Pinocchio",美国,8.4,1940-02-07
"皱纹 Arrugas",西班牙,8.6,2012-01-27(西班牙)
"黄色潜水艇 Yellow Submarine",英国/美国,8.9,1968-07-17(英国)/2018-07-08(美国重映)
"驯龙高手2 How to Train Your Dragon 2",美国,8.0,2014-08-14(中国大陆)/2014-05-16(戛纳电影节)/2014-06-13(美国)
"小鹿斑比 Bambi",美国,8.5,1942-08-21(美国)
"昆虫总动员 Minuscule: la Vallée des Fourmis Perdues",法国/比利时,8.4,2014-08-22(中国大陆)/2013-11-17(塔林黑夜电影节)/2014-01-29(法国)
"马达加斯加3 Madagascar 3: Europe's Most Wanted",美国,8.2,2012-06-08(美国/中国大陆)/2012-06-06(法国)
"男孩与世界 O Menino e o Mundo",巴西,8.8,2013-09-20(渥太华动画电影节)/2014-01-17(巴西)
"幻想曲2000 Fantasia 2000",美国,8.9,1999-12-17(美国)
"西葫芦的生活 Ma vie de courgette",瑞士/法国,8.4,2016-05-15(戛纳电影节)/2016-09-22(瑞士)/2016-10-19(法国)
"小姐与流浪汉 Lady and the Tramp",美国,8.5,1955-06-16(芝加哥首映)/1955-06-22(美国)
"阿拉丁 Aladdin",美国,8.2,1992-11-25(美国)
"拽妹黛薇儿要上大学了没 Daria: Is it College Yet?",美国,9.4,2002-01-21
"赛车总动员 Cars",美国,8.0,2006-08-22(中国大陆)/2006-06-09(美国)
"凯尔经的秘密 The Secret of Kells",爱尔兰/法国/比利时,8.5,2009-02-08(柏林电影节)/2009-03-03(爱尔兰)
"超人总动员2 Incredibles 2",美国,7.8,2018-06-22(中国大陆)/2018-06-15(美国)
